id_komentar,author_name,updated_at,text,text_clean
Ugza-NR2wMtc48_IejF4AaABAg,@TempoVideoChannel,2025-05-17 04:35:28+00:00,Jadilah pemimpin yang mengambil keputusan menggunakan data dan menyelesaikan akar masalah tidak hanya mencari popularitas. ❤,pemimpin mengambil keputusan data menyelesaikan akar mencari popularitas
UgyN2Lp0-pULs53yQax4AaABAg,@agustizulfakar8406,2025-05-19 12:52:03+00:00,"Tenggelam kan TEMPO, semua beritanya berdasarkan asumsi bkn fakta..",tenggelam tempo beritanya berdasarkan asumsi fakta
Ugw632OSQ14DnG8wfrZ4AaABAg,@LbkVlog-o1x,2025-05-19 12:50:40+00:00,Tempotai,tempotai
Ugy4_LixBYmjxa80DSJ4AaABAg,@tazkaadiati4917,2025-05-19 12:48:59+00:00,"Hanya satu pertanyaan saya, ""Apakah yang Pak KDM lakukan (menggunakan 4 kamera dll utk kegiatan hariannya) merupakan kepentingan pribadi yang dilakukan di atas kepentingan bersama? Bukankah Pak KDM melakukan hal tsb dalam kapasitasnya sebagai gubernur? Dalam waktu bekerja, bukan? Dalam fasilitas negara, bukan? 
Kalau iya, jangan gunakan untuk kepentingan pribadi. Bagaimana pandangan hukum negara atas ini?"" 

Saya hanya bertanya. Yang berkenan, boleh menjawab.",kdm lakukan kamera dll kegiatan hariannya kepentingan pribadi kepentingan kdm kapasitasnya gubernur fasilitas negara iya kepentingan pribadi pandangan hukum negara berkenan
Ugy33yZdPsK16OQB7Wt4AaABAg,@hendihelmi7006,2025-05-19 12:48:42+00:00,Brp milyar anggaran untuj media yg dipangkas. Media termasuk  tempo resah 😅,milyar anggaran untuj media dipangkas media tempo resah
Ugzw2mzAwI-bJ-GztV14AaABAg,@mustikabuanasari123,2025-05-19 12:48:07+00:00,"Hidup bapa aing🔥 
Halig cacag nu loba capruk ku aksi maung (manusia unggul)",hidup bapa aing halig cacag nu loba capruk ku aksi maung manusia unggul
UgzHlutG0iPN6zt_a2J4AaABAg,@Yuliati-g5j,2025-05-19 12:47:55+00:00,Terlalu bertele tele kalian,bertele tele
Ugybrn4BU1eb4p4anGp4AaABAg,@seramotor,2025-05-19 12:44:48+00:00,awasss jangan ketipu lagi,awas tertipu
UgzI61jJ1hkzjbGjcHV4AaABAg,@emzee8888,2025-05-19 12:44:27+00:00,"KDM = 9 🐉
MAU JADI JOKOWI KE 2 NEGERI INI 🤣😂",kdm jokowi negeri
Ugw8CzvS45UkL0Rsjpd4AaABAg,@Yuliati-g5j,2025-05-19 12:43:07+00:00,Saya org Jatim tp saye senang skl kinerja KDM....walau dikritik KDM tetep dihati rakyat....Rkm byk koropsi JD km dukung kdmsampai dikusi no 1....❤,orang jatim saye senang skl kinerja kdm dikritik kdm dihati rakyat rkm koropsi dukung kdmsampai dikusi no
UgzoU6rgxt7ir8q5fVd4AaABAg,@RedWhite-h3c,2025-05-19 12:42:58+00:00,Coba ada Gubernur yg dermawan kasih anggaran hibah ke media Tempe..ya aman lah...bikin Tempe kan pakai duit....,coba gubernur dermawan kasih anggaran hibah media tempe ya aman bikin tempe pakai duit
UgzYMO3fb9CObCSXIn94AaABAg,@armanazhar8615,2025-05-19 12:41:35+00:00,KDM ternak 9 Naga. Waspada,kdm ternak naga waspada
UgxQYlk6w6bzYV2hEOd4AaABAg,@agengselo5408,2025-05-19 12:41:33+00:00,"Denger denger tempo berafiliasi dengan George Soros. 
Bener nggak nih.. ?",dengar dengar tempo berafiliasi george soros nih
UgxUbZGf-EYcfhZy25J4AaABAg,@agresgondrong6706,2025-05-19 12:39:53+00:00,"Terserah elo"" pada ngoceh apapunn...intinya bapak aing boga aing...jabar istimewa",terserah lo mengoceh apapunn intinya aing boga aing jabar istimewa
UgzaPJvtvn6ezX6oIgh4AaABAg,@munawarsatria,2025-05-19 12:39:32+00:00,sudah tidak bisa lagi kita bedakan buzzer dan non-buzzer di kolom komentar wkwkwk,bedakan buzzer non buzzer kolom komentar wkwkwk
UgwkCB0wz9G-_tsNdw14AaABAg,@armanazhar8615,2025-05-19 12:39:04+00:00,Waspada terhadap KDM. Jgn sempat ada jokowi jilit  2 dan gibran.,waspada kdm jokowi jilit gibran
UgwW1asWqn39AKsptvZ4AaABAg,@muhammadfahd8488,2025-05-19 12:38:56+00:00,"Klo ini bukan pecitraan,,,
Tapi kenyataan
Dan dirasakan masyarakat,,,",kalo pecitraan kenyataan dirasakan masyarakat
UgwQaEy19OOLBHpNYkB4AaABAg,@RedWhite-h3c,2025-05-19 12:36:18+00:00,Bocor Alus cuma Obrolan warung kopi bukan produk jurnalistik. Promosikan aja tokoh yang didukung Tempo jangan malu malu.....,bocor alus obrolan warung kopi produk jurnalistik promosikan tokoh didukung tempo malu malu
Ugykvi8YQtuAyC_ezlt4AaABAg,@kamajaya9807,2025-05-19 12:35:23+00:00,"Saya Warga Jateng sangat mendukung dan mengidolakan kepemimpinan seperti  KDM, walaupun dikritisi sedemikian oleh pihak yang tidak setuju tapi Rakyat bisa menilai dengan haknya jika kami sebagai warga Jabar pasti sungguh merasa senang. Silakan dikritisi tapi kami semakin mendukungnya",warga jateng mendukung mengidolakan kepemimpinan kdm dikritisi setuju rakyat menilai haknya warga jabar sungguh senang silakan dikritisi mendukungnya
UgxJLdoashkDoCQtcBt4AaABAg,@ajibahmad293,2025-05-19 12:34:33+00:00,yang ga suka KDM rata2 orang diluar wilayah Jawa barat 🤣🤣🤣,suka kdm orang diluar wilayah jawa barat
Ugyrumlk1znnqV8WCKV4AaABAg,@hendihelmi7006,2025-05-19 12:31:44+00:00,Apa sih yg kalian; tempo bicarakan opini buruk ttg KDM ? Silahkan. pengetahuan kalian ttg KDM seuprit.,sih tempo bicarakan opini buruk kdm silakan pengetahuan kdm seuprit
Ugy6hFPlG-RQPeTTOuh4AaABAg,@rudihodda6394,2025-05-19 12:31:40+00:00,Sejarah mencatat kerajaan maja pahit dengan patih gajah mada sampai ke ujung madagaskar mereka takluk kan seluruh kerajaan nusantara di satukan dengan penaklukan.... Hanya satu yg tidak bisa mereja takluk kan... Sampai hayat nya kerajaan maja pahit yaitu Kerajaan SUNDA pajajaran. .... Sejarah mencatat... TEMPO harus lebih tau itu..!!!!! 😮,sejarah mencatat kerajaan maja pahit patih gajah mada ujung madagaskar takluk kerajaan nusantara satukan penaklukan mereja takluk hayat nya kerajaan maja pahit kerajaan sunda pajajaran sejarah mencatat tempo tau
UgzydtZriPKtjhZi4H54AaABAg,@jam0000-l6x,2025-05-19 12:31:21+00:00,"Tempo kabarnya tangan asing.
Jadi sory ,ga bisa gua percaya😂",tempo kabarnya tangan asing sory gua percaya
UgxVlq801PZosZZL5Z94AaABAg,@hendihelmi7006,2025-05-19 12:27:23+00:00,"Kontropersi, krn kebiasaan yg kalian; Dewan ataupun siapapun anti KDM dlm susun membuat aturan bkn untuk menyelesaikan masalah yg sdh akut. Lalu muncul seorang KDM dgn segudang harapan dan keberaniaanya. 

Rugi dong kami bayar pajak hanya untuk menggaji pejabat yg bodoh tdk peka masalah rakyat.",kontropersi kebiasaan dewan anti kdm susun aturan menyelesaikan akut muncul kdm segudang harapan keberaniaanya rugi bayar pajak menggaji pejabat bodoh peka rakyat
UgzN-51_VHed8uda3cx4AaABAg,@ikbalhadi1381,2025-05-19 12:26:10+00:00,Hati2 sama tukang konten..,hati tukang konten
UgzyQ9qa2BFI-L7RYgl4AaABAg,@satoruozhora10,2025-05-19 12:25:20+00:00,beda ini mah bos .. inimah ijasahnya asli,beda mah bos inimah ijasahnya asli
UgxhdBwpbhk9JHUgjxJ4AaABAg,@luknanoezraa,2025-05-19 12:24:07+00:00,Raja maha patih itu guyonan warga sundaaa,raja maha patih guyonan warga sunda
Ugzp8zzWsAwNi6I8SW94AaABAg,@rohannahor2127,2025-05-19 12:23:29+00:00,"Berarti mending jadi pemimpin yang makan tidur beol aja kali ya, daripada bekerja pun dinyinyiri…..",mending pemimpin makan tidur beol kali ya dinyinyiri
UgwDi3mPicyseLRrQxZ4AaABAg,@arismunandar2446,2025-05-19 12:20:29+00:00,"Jabatan itu sebuah kesempatan
Tetapi membuat kebaikan adalah sebuah kewajiban",jabatan kesempatan kebaikan kewajiban
UgxmOJj3idovz0HTGGx4AaABAg,@luknanoezraa,2025-05-19 12:20:08+00:00,Perasaan KDM nggk ngomong bagi² anggaran jakarta secara perbulan deh😅😅😅 terlalu memaksa dan banyak blunder nya kalian 😅😅,perasaan kdm mengomong anggaran jakarta perbulan deh memaksa blunder nya
Ugz1n5i57qWFRUbik054AaABAg,@hasby88,2025-05-19 12:16:39+00:00,"Tempo bayaran george soros yg mau indo ancur, bayaran pdip juga gede nih kaya nya buat tempo buat jelek jelekin pemimpin yg udah jelas buka bukaan anggaran, atau karna panik kalo ada pemimpin kaya kdm wkwkwk",tempo bayaran george soros indonesia hancur bayaran pdip gede nih kayak nya tempo jelek menjelekkan pemimpin buka bukaan anggaran panik kalo pemimpin kayak kdm wkwkwk
UgzhaGGFvS-AeFBP6gt4AaABAg,@hasby88,2025-05-19 12:16:38+00:00,"Tempo bayaran george soros yg mau indo ancur, bayaran pdip juga gede nih kaya nya buat tempo buat jelek jelekin pemimpin yg udah jelas buka bukaan anggaran, atau karna panik kalo ada pemimpin kaya kdm wkwkwk",tempo bayaran george soros indonesia hancur bayaran pdip gede nih kayak nya tempo jelek menjelekkan pemimpin buka bukaan anggaran panik kalo pemimpin kayak kdm wkwkwk
UgwxTgVtgJUHDgYevG54AaABAg,@wafirannasih3998,2025-05-19 12:14:09+00:00,Sekarang sudah digaungkan jadi capres,digaungkan capres
UgxaZrKsRKXd8CFRbn94AaABAg,@nuril-fl1xo,2025-05-19 12:13:52+00:00,"Soal menyetop dana hibah pesantren untung aq sdh liat penjelasan lengkapnya, jd udh nggap tergiring opini",menyetop dana hibah pesantren untung lihat penjelasan lengkapnya nggap tergiring opini
Ugw1g0COzp8JdHdwtf14AaABAg,@nuril-fl1xo,2025-05-19 12:09:58+00:00,Kliatan banget sih om giring opininya,banget sih om giring opininya
UgwIpjYYEtUVxElJtEd4AaABAg,@ardhiprayogi7100,2025-05-19 12:01:43+00:00,Gorong gorong jilid 2,gorong gorong jilid
Ugz6EDWarI_QU8rHmdl4AaABAg,@08_Archie,2025-05-19 11:59:24+00:00,"Meski lelah keluar daerah,
Perut lapar, dompet pun pasrah 🥲
Walau hidup di KONOHA terasa pelik, 
Mari tetap nonton Bocor Alus Politik !!!",lelah daerah perut lapar dompet pasrah hidup konoha pelik mari menonton bocor alus politik
UgxCzB1M6GmaOCb8n2N4AaABAg,@irrrrrrrwn,2025-05-19 11:59:17+00:00,kdm bapa aing !! jabar jawara !!,kdm bapa aing jabar jawara
Ugx0FKfRH-GLzqI36gJ4AaABAg,@Rosochanel-mq1vt,2025-05-19 11:58:38+00:00,Pendukung garis kerasnya pasti kepanasan ini😂😂😂😂,pendukung garis kerasnya kepanasan
Ugzexv6yjeA3cl8hj514AaABAg,@jamanedan530,2025-05-19 11:58:25+00:00,"Sudahlah mari belajar dgn pecitraab sblimnya framing dimana mana dibantu buzzer2 hayaran di sosmed menaikan popularitas politisi, hancur negara ini pemimpin dipilih karena populer nyatanya gada perubahan dinegri ini.",mari belajar pecitraab sblimnya framing dimana dibantu buzzer hayaran sosmed menaikan popularitas politisi hancur negara pemimpin dipilih populer enggak ada perubahan dinegri
Ugylyr1aQF8ogppmlPN4AaABAg,@diansafrizal7992,2025-05-19 11:57:39+00:00,Gaya Jokowi di pakai kdm..haluu ah.warga SDH paham ...berani TDK kdm..E.BUGETING..liat gubernur yg baik yaitu Ahok lawannya seluruh parpol..Krn GK kebagian proyek..KLO kdm berani TDK e.bugeting lelang terbuka,gaya jokowi pakai kdm haluu ah warga paham berani kdm e bugeting lihat gubernur ahok lawannya parpol kebagian proyek kalo kdm berani e bugeting lelang terbuka
UgzPHwsb4P6p8il0cM14AaABAg,@subkhisubkhi781,2025-05-19 11:55:41+00:00,"Jaman skrg jgn trll trbawa sg posting2 , hrs ingat yh dl ai mul jd booming krn apa?

Bykan mau m3
Embenci tp ttp waspada & cermat.

Yg brbuat baik ttp kita dukung",jaman trbawa sg posting ya ai mul booming bykan embenci waspada cermat berbuat dukung
Ugzxolqvqo0qDldjX3x4AaABAg,@abdalulriski1975,2025-05-19 11:48:00+00:00,"Penting nya ada media kritis, seperti tempo ini, agar kebiasaan masyarakat pada umum fanatik pada satu Tokoh tergerus dan Tetap objektif",nya media kritis tempo kebiasaan masyarakat fanatik tokoh tergerus objektif
Ugy4JmYAiM-m2TTR2Il4AaABAg,@nuril-fl1xo,2025-05-19 11:44:48+00:00,"Ohh, jadi ini medianya",oh medianya
UgwuHUsREkVuzSwhgXV4AaABAg,@nugieraihan402,2025-05-19 11:43:37+00:00,Chenel ternak oligarki Soros 😅,chenel ternak oligarki soros
Ugwjb_vHHRMFMl3YLJN4AaABAg,@NgguyuNgakakfull,2025-05-19 11:42:51+00:00,"Saya pendukung Pak Jokowi dan saya juga pendukung KDM, tetapi gak apa2, adanya tempo bocor alus bisa memberikan pendapat dr sisi lain yang yang beda",pendukung jokowi pendukung kdm tempo bocor alus pendapat sisi beda
UgyjV9bxBvnLpkHsJKl4AaABAg,@AnneGina-re6nq,2025-05-19 11:41:39+00:00,komen bocor alus politik teu baleg,komen bocor alus politik teu baleg
UgwmClKCflM0WZEoDY94AaABAg,@Riccodesoysa,2025-05-19 11:40:48+00:00,"suruh orang berempat ini daftar jadi pemimpin daerah. modelan berlindung di balik UU media. tidak pernah netral,ujung""nya jokowi dan narasi selalu menyudutkan orang.",suruh orang berempat daftar pemimpin daerah modelan berlindung uu media netral ujung nya jokowi narasi menyudutkan orang
Ugzq1BNrNqAPdZD8f5V4AaABAg,@abeh_22,2025-05-19 11:40:09+00:00,"Perasaan tempo ngegibah terus ya 
Saya sendiri orang purwakarta tau siapa bpa aing apal lah dangasaan",perasaan tempo ngegibah ya orang purwakarta tau bpa aing hapal dangasaan
Ugz4hfQNSqGytLl2flV4AaABAg,@MahfuzdDgt,2025-05-19 11:39:43+00:00,"Mnurut saya KDM udh cocok dengan posisi yg sekarang, untuk sklas presiden hnya Anies, Secra internasional Anies LBH di hormati. Slm dari kalsel",mnurut kdm cocok posisi sklas presiden anies secra internasional anies hormati salam kalsel
UgzFvEoo5jn-nraa8wV4AaABAg,@KarMuji-nc6ij,2025-05-19 11:38:49+00:00,Jangan d sama2in jokowi ya beda lah .kalo jokowi mao ngrusak bumi 😡🤔🤦👎.kalo KDM menyelamatkan bumi 🤣✊👏,jokowi ya beda kalo jokowi merusak bumi kalo kdm menyelamatkan bumi
UgwigEGWiRVvWafUciB4AaABAg,@Trendieuy,2025-05-19 11:37:24+00:00,TERIMAKASIH ABANG2 JURNALISS UDAH BIKIN TIDAK TERLALU FANATISME SAMA ORANG2 YG SEDANG POPULER...,terimakasih abang jurnaliss bikin fanatisme orang populer
UgyjDULNmHdTlxE16yd4AaABAg,@FajarSukron-s9h,2025-05-19 11:37:04+00:00,Fungsi tempo untuk Rakyat apa haha,fungsi tempo rakyat haha
UgzZnWmLS5VEjKlpXQJ4AaABAg,@hendryadi6876,2025-05-19 11:36:01+00:00,Waduh bahaya ini harus di cegat ayoo pendukung abah cari celah untuk kesalahan kdm ini sebelum terlambat jangan sibuk jatuhkan jokowi dan keluarganya saja pikirkan juga bagaimana caranya jatuhkan popularitas kdm sebelum terlambat😂,bahaya cegat ayo pendukung abah cari celah kesalahan kdm terlambat sibuk jatuhkan jokowi keluarganya pikirkan jatuhkan popularitas kdm terlambat
Ugwvf1GGo0roblpbo054AaABAg,@sukaisnaini1843,2025-05-19 11:33:04+00:00,sudah saat nya ada yang mengkritik beliau. supaya tidak mengambil keputusan tanpa dasar ilmu pengetahuan yang tepat.,nya mengkritik beliau mengambil keputusan dasar ilmu pengetahuan
Ugyid6siKpu9NZ4OWqR4AaABAg,@rakhmat561,2025-05-19 11:30:49+00:00,"Terlalu cherry picking. Dari sekian banyak kebijakan, diambil yg paling cocok sama narasi yg mau diarahkan. Tpi itulah bocor alus 😂.
Pengiriman ke barak militer memang bukan yg utama buat membina anak, tpi balik lgi, apakah itu tugas utama gubernur? Pdhl Ada Dinsos, kpai dll. 
Kmrn mereka, mereka lah yg pantas dikritik. Dan pengiriman anak-anak k barak  tidak akan memcahkan arah, tpi memberikan efek jera.

dgn adanya konten2 beliau, tranpransi pemerintahan lebih terasa.
How to govt 101",cherry picking sekian kebijakan diambil cocok narasi diarahkan bocor alus pengiriman barak militer utama membina anak tugas utama gubernur dinsos kpai dll kemarin dikritik pengiriman anak anak kak barak memcahkan arah efek jera konten beliau tranpransi pemerintahan how govt
UgxcOx-LkMoCUX8qvqB4AaABAg,@sahabatservice2293,2025-05-19 11:27:50+00:00,"Kemarin kemarin kemana aja dul,,,,,, saya penikmat konten KDM dari 10 thn yg lalu,,,, enjoy aja,  jangan jangan situ pesenan ya. Dari orang orang yg jatahnya berkurang hahaahaaha",kemarin kemarin kemana dul penikmat konten kdm enjoy situ pesenan ya orang orang jatahnya berkurang hahaahaaha
UgyBcqarnXhTvDfaNBh4AaABAg,@jeffriwahyupurnomo9144,2025-05-19 11:26:51+00:00,Jangan kritik klo tidak tau KDM seperti apa dari th 2000an smpai skrng .Coba cek jejak KDM dari th 2000an klo tidak tau .klo bisa sih atau punya kemampuan ngecek 😮😮😅.Kdm udah Dari dulu terkenal tpi dulu medsos Blum sprti skrng .warga asli purwakarta asli udh Tau kdm seperti apa Dari th 2000an tpi aktif medsos skitar th 2017 ke atas ..soalnya kk ipar sya asli purwakarta..Salam Dari tulungagung jatim ..Nunggu KDM RI 1 2034 jos 👍👍👍👍,kritik kalo tau kdm an coba cek jejak kdm an kalo tau kalo sih kemampuan mengecek kdm terkenal medsos warga asli purwakarta asli tau kdm an aktif medsos kakak ipar asli purwakarta salam tulungagung jatim menunggu kdm ri jos
UgzBUDGY0g5WFLyXYYJ4AaABAg,@jeffriwahyupurnomo9144,2025-05-19 11:26:41+00:00,Jangan kritik klo tidak tau KDM seperti apa dari th 2000an smpai skrng .Coba cek jejak KDM dari th 2000an klo tidak tau .klo bisa sih atau punya kemampuan ngecek 😮😮😅.Kdm udah Dari dulu terkenal tpi dulu medsos Blum sprti skrng .warga asli purwakarta asli udh Tau kdm seperti apa Dari th 2000an tpi aktif medsos skitar th 2017 ke atas ..soalnya kk ipar sya asli purwakarta..Salam Dari tulungagung jatim ..Nunggu KDM RI 1 2034 jos 👍👍👍👍,kritik kalo tau kdm an coba cek jejak kdm an kalo tau kalo sih kemampuan mengecek kdm terkenal medsos warga asli purwakarta asli tau kdm an aktif medsos kakak ipar asli purwakarta salam tulungagung jatim menunggu kdm ri jos
UgwdIEZruSUOALNa8a14AaABAg,@jeffriwahyupurnomo9144,2025-05-19 11:26:31+00:00,Jangan kritik klo tidak tau KDM seperti apa dari th 2000an smpai skrng .Coba cek jejak KDM dari th 2000an klo tidak tau .klo bisa sih atau punya kemampuan ngecek 😮😮😅.Kdm udah Dari dulu terkenal tpi dulu medsos Blum sprti skrng .warga asli purwakarta asli udh Tau kdm seperti apa Dari th 2000an tpi aktif medsos skitar th 2017 ke atas ..soalnya kk ipar sya asli purwakarta..Salam Dari tulungagung jatim ..Nunggu KDM RI 1 2034 jos 👍👍👍👍,kritik kalo tau kdm an coba cek jejak kdm an kalo tau kalo sih kemampuan mengecek kdm terkenal medsos warga asli purwakarta asli tau kdm an aktif medsos kakak ipar asli purwakarta salam tulungagung jatim menunggu kdm ri jos
Ugz-XsTXKr--BqqNeEB4AaABAg,@jeffriwahyupurnomo9144,2025-05-19 11:26:21+00:00,Jangan kritik klo tidak tau KDM seperti apa dari th 2000an smpai skrng .Coba cek jejak KDM dari th 2000an klo tidak tau .klo bisa sih atau punya kemampuan ngecek 😮😮😅.Kdm udah Dari dulu terkenal tpi dulu medsos Blum sprti skrng .warga asli purwakarta asli udh Tau kdm seperti apa Dari th 2000an tpi aktif medsos skitar th 2017 ke atas ..soalnya kk ipar sya asli purwakarta..Salam Dari tulungagung jatim ..Nunggu KDM RI 1 2034 jos 👍👍👍👍,kritik kalo tau kdm an coba cek jejak kdm an kalo tau kalo sih kemampuan mengecek kdm terkenal medsos warga asli purwakarta asli tau kdm an aktif medsos kakak ipar asli purwakarta salam tulungagung jatim menunggu kdm ri jos
UgwFfcklL3Y32H88IJl4AaABAg,@AntiDongengKhurafat,2025-05-19 11:26:14+00:00,"KDM 2 periode gubernur ✅✅✅
Next Presiden 2029 ❌❌❌",kdm periode gubernur next presiden
UgypigydtPjJBEWyfBV4AaABAg,@jeffriwahyupurnomo9144,2025-05-19 11:26:12+00:00,Jangan kritik klo tidak tau KDM seperti apa dari th 2000an smpai skrng .Coba cek jejak KDM dari th 2000an klo tidak tau .klo bisa sih atau punya kemampuan ngecek 😮😮😅.Kdm udah Dari dulu terkenal tpi dulu medsos Blum sprti skrng .warga asli purwakarta asli udh Tau kdm seperti apa Dari th 2000an tpi aktif medsos skitar th 2017 ke atas ..soalnya kk ipar sya asli purwakarta..Salam Dari tulungagung jatim ..Nunggu KDM RI 1 2034 jos 👍👍👍👍,kritik kalo tau kdm an coba cek jejak kdm an kalo tau kalo sih kemampuan mengecek kdm terkenal medsos warga asli purwakarta asli tau kdm an aktif medsos kakak ipar asli purwakarta salam tulungagung jatim menunggu kdm ri jos
UgzPMxnwlKLB4FyMegl4AaABAg,@jeffriwahyupurnomo9144,2025-05-19 11:26:02+00:00,Jangan kritik klo tidak tau KDM seperti apa dari th 2000an smpai skrng .Coba cek jejak KDM dari th 2000an klo tidak tau .klo bisa sih atau punya kemampuan ngecek 😮😮😅.Kdm udah Dari dulu terkenal tpi dulu medsos Blum sprti skrng .warga asli purwakarta asli udh Tau kdm seperti apa Dari th 2000an tpi aktif medsos skitar th 2017 ke atas ..soalnya kk ipar sya asli purwakarta..Salam Dari tulungagung jatim ..Nunggu KDM RI 1 2034 jos 👍👍👍👍,kritik kalo tau kdm an coba cek jejak kdm an kalo tau kalo sih kemampuan mengecek kdm terkenal medsos warga asli purwakarta asli tau kdm an aktif medsos kakak ipar asli purwakarta salam tulungagung jatim menunggu kdm ri jos
UgwZ48-fPCbBn99jn8B4AaABAg,@jeffriwahyupurnomo9144,2025-05-19 11:25:52+00:00,Jangan kritik klo tidak tau KDM seperti apa dari th 2000an smpai skrng .Coba cek jejak KDM dari th 2000an klo tidak tau .klo bisa sih atau punya kemampuan ngecek 😮😮😅.Kdm udah Dari dulu terkenal tpi dulu medsos Blum sprti skrng .warga asli purwakarta asli udh Tau kdm seperti apa Dari th 2000an tpi aktif medsos skitar th 2017 ke atas ..soalnya kk ipar sya asli purwakarta..Salam Dari tulungagung jatim ..Nunggu KDM RI 1 2034 jos 👍👍👍👍,kritik kalo tau kdm an coba cek jejak kdm an kalo tau kalo sih kemampuan mengecek kdm terkenal medsos warga asli purwakarta asli tau kdm an aktif medsos kakak ipar asli purwakarta salam tulungagung jatim menunggu kdm ri jos
UgwdWnZ2L1lG56N9eJd4AaABAg,@jeffriwahyupurnomo9144,2025-05-19 11:25:41+00:00,Jangan kritik klo tidak tau KDM seperti apa dari th 2000an smpai skrng .Coba cek jejak KDM dari th 2000an klo tidak tau .klo bisa sih atau punya kemampuan ngecek 😮😮😅.Kdm udah Dari dulu terkenal tpi dulu medsos Blum sprti skrng .warga asli purwakarta asli udh Tau kdm seperti apa Dari th 2000an tpi aktif medsos skitar th 2017 ke atas ..soalnya kk ipar sya asli purwakarta..Salam Dari tulungagung jatim ..Nunggu KDM RI 1 2034 jos 👍👍👍👍,kritik kalo tau kdm an coba cek jejak kdm an kalo tau kalo sih kemampuan mengecek kdm terkenal medsos warga asli purwakarta asli tau kdm an aktif medsos kakak ipar asli purwakarta salam tulungagung jatim menunggu kdm ri jos
Ugylxt6WnG52YUgqK0J4AaABAg,@jeffriwahyupurnomo9144,2025-05-19 11:24:59+00:00,Jangan kritik klo tidak tau KDM seperti apa dari th 2000an smpai skrng .Coba cek jejak KDM dari th 2000an klo tidak tau .klo bisa sih atau punya kemampuan ngecek 😮😮😅.Kdm udah Dari dulu terkenal tpi dulu medsos Blum sprti skrng .warga asli purwakarta asli udh Tau kdm seperti apa Dari th 2000an tpi aktif medsos skitar th 2017 ke atas ..soalnya kk ipar sya asli purwakarta..Salam Dari tulungagung jatim ..Nunggu KDM RI 1 2034 jos 👍👍👍👍,kritik kalo tau kdm an coba cek jejak kdm an kalo tau kalo sih kemampuan mengecek kdm terkenal medsos warga asli purwakarta asli tau kdm an aktif medsos kakak ipar asli purwakarta salam tulungagung jatim menunggu kdm ri jos
Ugw4O6ulobA_VAxtweN4AaABAg,@tijewoonkcool2364,2025-05-19 11:24:37+00:00,Coba dong TEMPO bikin foto pemimpin saya yg bener yg bagus yg asli jangan di jelek2an maksudnya supaya apa itu foto pemimpin saya di gituan..???,coba tempo bikin foto pemimpin bagus asli jelek an maksudnya foto pemimpin begituan
UgzFSn03y-0SkjvkMBJ4AaABAg,@Titihaminarti,2025-05-19 11:23:38+00:00,Perjuangan tempo utk rskyat indonesis apa?,perjuangan tempo rskyat indonesis
UgznKpwvkcw87HTVTFJ4AaABAg,@lukitoadiprayitno4473,2025-05-19 11:23:15+00:00,Ternyata tempo cuma tau kulitnya aja wkwk apalagi pas pram yg ngomong,tempo tau kulitnya wkwk pas pram mengomong
Ugwbu3m5K5aO1OI4oyR4AaABAg,@dayatdayat5585,2025-05-19 11:22:10+00:00,Apapun Kebijakan KDM....Pro Rakyat.....,apapun kebijakan kdm pro rakyat
UgyA-c6RjFBKuT7YDqZ4AaABAg,@AbAsqw-ot6pp,2025-05-19 11:18:32+00:00,"Klo menurut sy seorang pemimpin butuh kritik dan masukkan yg membangun,jgn asal ngerecos,selama berapa bulan ini kebijakan KDM menurut sy sangat bagus,toh sekarang pemilih di indonesia bahkan dunia memilih seseorang untuk jadi pemimpin salah satu faktornya melihat rekam jejak dimedsos",kalo pemimpin butuh kritik masukkan membangun ngerecos kebijakan kdm bagus pemilih indonesia dunia memilih pemimpin salah faktornya rekam jejak dimedsos
UgxQ18qfytP9M2uBPax4AaABAg,@jivapurba,2025-05-19 11:17:05+00:00,"Wah, mas Hersu krg ikuti info. Dlm biodata bukunya berjudul  Ekonomi Sumber Daya Hutan Analisis Kebijakan Revitalisasi Hutan di Indonesia disebutkan,  Prof. Dr. Ir. Achmad Sumitro mjd Dekan Fak. Kehutanan UGM 4 periode: 78-80, 80-83, 83-86, 89-94. 

Gak mkg salah tulis biodata.",mas hersu krg ikuti info biodata bukunya berjudul ekonomi sumber daya hutan analisis kebijakan revitalisasi hutan indonesia prof ir achmad sumitro mjd dekan fak kehutanan ugm periode mkg salah tulis biodata
UgxVuM16JNbft9QnNC14AaABAg,@putraamirudin7543,2025-05-19 11:14:40+00:00,Jualannya terasa sekali. 😅,jualannya
UgwTlforjizb42qzWTt4AaABAg,@VebbyWidianto,2025-05-19 11:14:43+00:00,"BEDA DONG, BERANI KOTOR2AN TERJUN AMBILIN SAMPAH, SEDEKAH DARI CUAN SENDIRI. 
KEBIJAKAN SOLUSI SAT SET.... BUKTI.

BUKAN KETINGGIAN TEORI MIRIP KOMENTATOR🤣🤣🤣🤣🤣",beda berani kotor an terjun mengambil sampah sedekah cuan kebijakan solusi sat set bukti ketinggian teori komentator
UgxWCPmKBNLOnbyAay94AaABAg,@AryaKamandanu-hp1bc,2025-05-19 11:12:07+00:00,itu gambar kdm np jelek bgt sih tempo kurang ajar bgt yg bnran lah kalu edit poto org itu gubernur loh bukan siapa siapa,gambar kdm np jelek banget sih tempo ajar banget benaran edit poto orang gubernur loh
