id_komentar,author_name,updated_at,text,text_clean
Ugx-NBmiO88DY2Bu0ix4AaABAg,@Sengkuni1994,2025-05-18 02:47:54+00:00,"😂 lah knpa ghibah ..
Kau makan dengan ngebacotin orang 😂",ghibah kau makan ngebacotin orang
UgzZMlUDCHe92aIGYol4AaABAg,@debud8325,2025-05-18 02:41:40+00:00,Apakah orang Jawa (etnis) rela punya Presiden pasca Prabowo selain dari sukunya? Lebih pilih Gibran atau KDM?,orang jawa etnis rela presiden pasca prabowo sukunya pilih gibran kdm
Ugwy6VQmXd7WLZG753J4AaABAg,@irfanoktorevo5684,2025-05-18 02:41:28+00:00,"KDM sebaiknya ikut ke kontes nasional 2029 , biar seru , biar banyak pilihan yg bagus2",kdm kontes nasional biar seru biar pilihan bagus
UgzEv69ZVTmf2in81tF4AaABAg,@adidaud15,2025-05-18 02:41:20+00:00,Netizen jabar tandai itu orang orang nya,netizen jabar tandai orang orang nya
Ugy_xxfToLpzBxgdT6h4AaABAg,@saka35,2025-05-18 02:42:17+00:00,Tapi anehnya pemimpin yg nggk nunjukin apa2 dan juga nggk kerja apa2 cuman duduk di kursi nggk pernah tuh dibahas oleh media.. Kalaupun memang niat pencitraan sah2 aja asal untuk rakyat dari pda udah nggk pencitraan trus krja nya duduk2 aja nggk berdampak sama sekali ke masyarakat... Nah yg kyk gtu knpa nggk di bahas wahai media si paling nasionalis si paling lurus,anehnya pemimpin nunjukin kerja cuman duduk kursi tuh dibahas media niat pencitraan sah rakyat pencitraan krja nya duduk berdampak masyarakat kayak bahas media sih nasionalis sih lurus
UgyRVLOs6EnQ0ebHPnV4AaABAg,@adidaud15,2025-05-18 02:40:56+00:00,Gk berguna ini media,berguna media
UgzPx8NkFKuAGmTQcUN4AaABAg,@Solichin-o9f,2025-05-18 02:40:24+00:00,"Kameraaa...eksyen!!!
Dan pemenang piala citra kali ini adalah...",kamera eksyen pemenang piala citra kali
UgzQPiM2Rr1Yjt3MH4J4AaABAg,@banyubiru765,2025-05-18 02:40:18+00:00,tempo 😂😂 engga heran kalau ada pemimpin bagus pasti langsung di bully,tempo heran pemimpin bagus langsung bully
UgympfwizRQlUOvgcJF4AaABAg,@mdichannelmusic6021,2025-05-18 02:40:08+00:00,Gandeeeeng lah .....siga kaleng rombeng weeeh...eweuh gadag seteh...,gandeng siga kaleng rombeng weh eweuh gadag seteh
UgzpF7yIyoxc207JDhZ4AaABAg,@MarYati-qr3br,2025-05-18 02:39:32+00:00,B A C O T,b a sih o t
UgySXHJl29JQUep_olx4AaABAg,@nasafy8952,2025-05-18 02:38:54+00:00,Jangan sampai jokowi jilid 2,jokowi jilid
UgxbHqVNaXDhuVCdDsR4AaABAg,@MarYati-qr3br,2025-05-18 02:38:53+00:00,Bacot,bacot
UgyMPIqzs9Y6fLYffRF4AaABAg,@hendastylist1018,2025-05-18 02:38:39+00:00,2029 ITU MASIH LAMA. Kalau pun naek itu harus atas restu Prabowo,restu prabowo
UgyUHw5pQzEfKDojaKp4AaABAg,@alkahfifadilah,2025-05-18 02:41:20+00:00,"Kritik KDM, sudah. Sekarang kritik gubernur2 daerah laen, Min! Kan  ada 38 gubernur se-Indonesia. Jangan kritik gubernur yg lg viral doank. Ini beneran kritik apa cari viewer? 😂😂😂",kritik kdm kritik gubernur daerah min gubernur indonesia kritik gubernur viral doang benaran kritik cari viewer
UgysHuejmSVTSABQy2F4AaABAg,@rivalipay6144,2025-05-18 02:38:21+00:00,"Ayo goreng, lg sedap ni",ayo goreng sedap
UgzKMMxzF-tc-pzmfLN4AaABAg,@soniafanysatriaahmad7423,2025-05-18 02:37:37+00:00,8:18 oooh berarti bukan dia yang minta dong,oh
UgzhJ0WWrIqShijKO4N4AaABAg,@oking2963,2025-05-18 02:36:46+00:00,awas jangan main2 sama orang sunda dan jawa,awas main orang sunda jawa
UgxxjaI4gYmK5XIttQ14AaABAg,@Rizky_Azusa,2025-05-18 02:36:21+00:00,"Isinya anak.buah anisa semua disini haha, Ini media keren yaa menggiring narasinya BEDA ama.kalo pemimpinnya yang Korup wihhh langsung Silent",isinya anak buah anisa haha media keren ya menggiring narasinya beda kalo pemimpinnya korup wih langsung silent
UgwQAETMCgiW70-6YIx4AaABAg,@goff2959,2025-05-18 02:34:59+00:00,Tetap berfikir kritis,berpikir kritis
UgwnhyqJVu3plwnvIO54AaABAg,@rzkzkr20,2025-05-18 02:34:21+00:00,"Pencitraan, micro manage, dan anti kritik = recipe for disaster (jokowi ver 2.0)",pencitraan micro manage anti kritik recipe for disaster jokowi ver
UgxhhwG7Ehju6_H-vOV4AaABAg,@adambingkai9774,2025-05-18 02:33:46+00:00,Pokoknya bagi tempo gubernur lain gak laku 😂😂😂😂,pokoknya tempo gubernur laku
Ugzvfgr46g8RVmoERA54AaABAg,@smp-smatqal-azharofficial6298,2025-05-18 02:33:04+00:00,"Semakin tinggi pohon semakin kencang angin nya, sehat selalu mas KDM",pohon kencang angin nya sehat mas kdm
UgzRErviteFmFkaPLMp4AaABAg,@ummu8028,2025-05-18 02:32:44+00:00,❤Smg acara ini ditonton semua orang di Nusantara...❤ otak hati jalan❤,semoga acara ditonton orang nusantara otak hati jalan
Ugz88cucMRXn2i9eyP14AaABAg,@cahyadiagustinuswijaya,2025-05-18 02:32:40+00:00,KDM kakaknya KDB,kdm kakaknya kdb
Ugw_TcY1LhMR_sjwX6B4AaABAg,@Bogaasa,2025-05-18 02:31:59+00:00,"Pasukan ular bludak lagi pada ngerumpi,,, kaya emak"" ,,,",pasukan ular bludak ngerumpi kayak emak
UgxrvWNaWTHvhr1yiUZ4AaABAg,@dediekadibrata2156,2025-05-18 02:31:54+00:00,KDM titisan Raja Pakuan Pajajaran,kdm titisan raja pakuan pajajaran
UgzhdZbuD3yp_oNWVy94AaABAg,@D.I.HMedia,2025-05-18 02:31:37+00:00,KOMEN NEGATIFNYA BNYAK BGT .😂😂.SYGNYA RAKYAT SKRG UDAH PINTAR 😂😂😂😂😂.INI 2025 BUKAN 1990😂😂😂😂😂,komen negatifnya banget sygnya rakyat pintar
UgzU0_6TccIbjAOSUAN4AaABAg,@hdr0559,2025-05-18 02:30:57+00:00,Makan tempe lebih enak daripada tempo 😂,makan tempe enak tempo
UgzWDbA2B9DMXuT56zx4AaABAg,@Awan02O37,2025-05-18 02:30:29+00:00,"Wkwkwkk ini nih medianya 🤣
👎",wkwkwkk nih medianya
UgyOST47lTdH5s5y9px4AaABAg,@apwmasszeeeh1118,2025-05-18 02:30:07+00:00,kalau tempo dah suara berarti ada hal benar yang dilakukan KDM,tempo deh suara kdm
UgxQ_BE4ry0_GLeRI5B4AaABAg,@radentilu,2025-05-18 02:30:05+00:00,Saya warga Jabar dukung terus kebijakan kerja nyata bapak Aing Jabar Istimewa melesat tanpa batas 👍😀,warga jabar dukung kebijakan kerja nyata aing jabar istimewa melesat batas
Ugx_9vncqETDrhVXFV14AaABAg,@kds01wahyu23,2025-05-18 02:29:49+00:00,"Gorong2,.. Semoga gak jilid 2..",gorong semoga jilid
UgyC9-IxafrncutDZpF4AaABAg,@beninglaundry520,2025-05-18 02:28:54+00:00,"Saya tetap setuju apa yg dilakukan KDM, kerja nyata dan hasil nyata, tidak hanya omon-omon....seperti Bocor Alus....😂",setuju kdm kerja nyata hasil nyata omon omon bocor alus
Ugyya6X1n3O9Nb4ZMOd4AaABAg,@indraym-x7q,2025-05-18 02:28:36+00:00,"Model org Indonesia seneng nya kaya begini..
Kongkow , ngobrol2 ngaler ngidul 
Bgtu yg mrk bilang kerja.😂😂😂",model orang indonesia senang nya kayak kongkow mengobrol ngaler ngidul bilang kerja
UgzCo-AJOtnkYY2aso94AaABAg,@AnsoriNurman,2025-05-18 02:28:11+00:00,"Benerkan org ini pencitraan mirip joko th 2014-2019,,ayo rakyt kecil jgn terbuai dgn kaum pencitraan",benerkan orang pencitraan joko ayo rakyt terbuai kaum pencitraan
UgwEw7Bnd0yWKhkdtZp4AaABAg,@JOK.T-AI,2025-05-18 02:26:55+00:00,Waspadalah.... waspadalah... the next jokibul,waspadalah waspadalah the next jokibul
Ugxm3BH27Gc4rOeHBrh4AaABAg,@nandasofiana8990,2025-05-18 02:26:52+00:00,"Persetan dengan yang bilang pencitraan, yang penting ada hasil kerja nyata!! Udah berbuat apa tempo sama rakyat?????",persetan bilang pencitraan hasil kerja nyata berbuat tempo rakyat
Ugyv24SqN8y5jK5e2PV4AaABAg,@MultiKadut,2025-05-18 02:26:51+00:00,Warga xunda empire mendukung RADEN RANGGA SASANA,warga xunda empire mendukung raden rangga sasana
UgzTWDhjKEIIkk6ZibV4AaABAg,@amirhamzah3420,2025-05-18 02:26:50+00:00,Ga jelas hanya sisi negatifnya yg dibahas....,sisi negatifnya dibahas
UgwkpscoeO5B7L1pYLl4AaABAg,@ninnazaskia5214,2025-05-18 02:26:24+00:00,"Sbg manusia & warganegara yg baik selalu ingin percaya apa yg terlihat baik  adalah yg benar2 terbaik. Tapi emang jaman sekarang bingung 
Mana yg benar2 baik atau yg ingin terlihat baik 
Karena pengalaman terakhir lumayan pahit😢
Jadi pesimis tapi berusaha optimis😢",manusia warganegara percaya terbaik jaman bingung pengalaman lumayan pahit pesimis berusaha optimis
UgwJ6q-yUHtmULYed8B4AaABAg,@HendarAbdullah,2025-05-18 02:26:23+00:00,Maju terus bapa aing demi Jawa Barat istimewa,maju bapa aing jawa barat istimewa
Ugy-PDHE3a5tBMa0dRh4AaABAg,@queeniebee888,2025-05-18 02:25:55+00:00,"KDM next mulyono, incaran oligarki.. cuma keledai yg mau jatuh ke lobang yg sama..",kdm next mulyono incaran oligarki keledai jatuh lobang
UgzxX1NRlCj0PU99l8F4AaABAg,@budisukaisih3393,2025-05-18 02:24:21+00:00,Kita lihat hasil karya nya yg berdampak bagi masyarakat dan negara Indonesia. Masyarakat menunggu konsistensi mu KDM.,lihat hasil karya nya berdampak masyarakat negara indonesia masyarakat menunggu konsistensi mu kdm
UgypMuBT6ZfhQWkkzYh4AaABAg,@tannievanrijn3141,2025-05-18 02:23:05+00:00,"Jika kau pikir KDM mengincar kursi presiden, hadapi kami warga jabar! KDM wajib urus jabar 2 periode .. Jgn memframing kehed!!!",kau pikir kdm mengincar kursi presiden hadapi warga jabar kdm wajib urus jabar periode memframing kehed
Ugys0tuWJSneJ673dYt4AaABAg,@krisAlen,2025-05-18 02:22:51+00:00,"Mungkin Mbak sama mas² ini waktu dan materinya (uang) nya lebih banyak di sumbangkan ke masyarakat lebih banyak dari pada Pak Gub jabar, apa begitu?",mbak mas materinya uang nya sumbangkan masyarakat gub jabar
UgzZmddMpjuZ_qE8aHp4AaABAg,@Dzul-k2j,2025-05-18 02:22:27+00:00,"Hidup bapak aing 

❤❤❤",hidup aing
UgwUKw0M2y7d6btajEF4AaABAg,@Komara_media,2025-05-18 02:21:38+00:00,"Tempo itu didirikan oleh APBD DKI Jakarta, berarti BUMD DKI. 
Kalo ada yang nyenggol DKI berarti siap di serang TEMPO",tempo didirikan apbd dki jakarta bumd dki kalo nyenggol dki serang tempo
Ugxj2h2jTxpHChXsMR54AaABAg,@D.I.HMedia,2025-05-18 02:20:41+00:00,"saran kalau bilang org yg lebih tua itu pake bapak ,soalnya harus memberi contoh ke yg lain biar beretika 😂😂",saran bilang orang tua pakai contoh biar beretika
Ugx5c5m6rjGiIgDKDux4AaABAg,@tannievanrijn3141,2025-05-18 02:20:41+00:00,Tempo sudah jadi buzzer!!! Macem2 ka Bapak aing beak sia dirujak warga jabar!!! FIXED TEMPO MEDIA BUZZER !!!,tempo buzzer kak aing beak sia dirujak warga jabar fixed tempo media buzzer
UgzmRwC3DK_bXgsdXmh4AaABAg,@dediekadibrata2156,2025-05-18 02:20:32+00:00,"KDm harapan terakhir Rakyat Indonesia, bangkit maju berkembang. Thanks tempo terus mengkritisi KDM, agar tetap membumi tidak jumawa",kdm harapan rakyat indonesia bangkit maju berkembang thanks tempo mengkritisi kdm membumi jumawa
Ugy-u1dcKDstvpenzr14AaABAg,@farmer_child283,2025-05-18 02:20:32+00:00,"PECINTA KDM SEPERTI SAYA 
TONTON SAMPAI SELESAI Y BIAR GAK SALAH PAHAM JANGAN TERPAKU MA JUDUL",pecinta kdm tonton selesai ya biar salah paham terpaku judul
UgyaLzaZslcAydD3ZBN4AaABAg,@Leeroy_91,2025-05-18 02:19:35+00:00,jokowi part 2..belajarlah dri masa lalu..,jokowi part belajarlah
Ugy1pDsM2qPO7LSFFMd4AaABAg,@CRAwan,2025-05-18 02:18:52+00:00,"netizen Kdm lebih galak dari netizen jokowi, karena netizen kdm masuk ke hampir semuakalangan. hati2 kamu bicara kdm. jangan sampai galak sama kdm, apalagi ketauan atek aseng, auto angus sama netien kdm. hehe",netizen kdm galak netizen jokowi netizen kdm masuk semuakalangan hati bicara kdm galak kdm ketahuan atek aseng auto angus netien kdm hehe
Ugzy2if2uv4Bg37o9wJ4AaABAg,@rachmanagazta1216,2025-05-18 02:18:40+00:00,Wahai warga Jabar yg pendukung KDM cukup lah sadar,warga jabar pendukung kdm sadar
Ugw9TsY8Xq3pnAPxgI94AaABAg,@hanifamarisa1234,2025-05-18 02:18:20+00:00,Kebalik. Dari KDM ke Mukidi. Masak dari sekedar pemain jadi sutradara,kebalik kdm mukidi masak sekedar pemain sutradara
Ugxiq5I3Neb9zd_dJxV4AaABAg,@nasrahnasrah5509,2025-05-18 02:18:57+00:00,"Ini program pesanan patut di curigai sutradara siarannya disogok kalau tidak ada tekanan dari pemegang saham tempo.... Sama sekali tdk sesuai fakta.... Di isi dgn org org yg cocoknya diwarung kopi... Ngobrol ngalur ngidul.... Tdk ada isinya selain  pembodohan.... Saya dan masyarakat gampang sekali utk benar tidaknya sisa menSEACRH dijejak digital KDM sejak 2017..... Tdk semudah dulu membentuk ""OPINI"" ibarat mau menunjukkan jalan sesat, tapi rakyat buka google map😂 ada internet penunjuk jalan ....",program pesanan patut curigai sutradara siarannya disogok tekanan pemegang saham tempo sesuai fakta isi orang orang cocoknya diwarung kopi mengobrol ngalur ngidul isinya pembodohan masyarakat gampang tidaknya sisa menseacrh dijejak digital kdm semudah membentuk opini jalan sesat rakyat buka google map internet penunjuk jalan
UgytE99NiiEgp810gOZ4AaABAg,@pimpinandaerahmuhammadiyah6746,2025-05-18 02:18:01+00:00,Ulasan Sangat Bagus memang kita harus memiliki pemimpin yang mengetahui akar masalah dan jangka panjang Bukan Instan,ulasan bagus memiliki pemimpin akar jangka instan
UgxoP4TMm0OtPEAnVIl4AaABAg,@iwayanmarayasa4679,2025-05-18 02:15:49+00:00,"Beda lah KDM sama Jokowi,  Jokowi - blusukan, lihat gorong 2.  Tapi,  KDM - blusukan, ikut bekerja rela kotor membersihkan sampah bersama warga, KDM juga kasi uang ke warga yg kesulitan ekonomi dan uang itu bukan dr APBD tp uang pribadi hasil ngonten. Bikin jembatan keluar uang pribadi, KDM berani bersitegang dengan preman.   Kalo Jokowi bisa seperti itu.",beda kdm jokowi jokowi blusukan lihat gorong kdm blusukan rela kotor membersihkan sampah warga kdm kasih uang warga kesulitan ekonomi uang apbd uang pribadi hasil ngonten bikin jembatan uang pribadi kdm berani bersitegang preman kalo jokowi
UgzEarI_T4_PpIzI6Rd4AaABAg,@JalurLangit313,2025-05-18 02:15:40+00:00,"Indonesia butuh sosok pemimpin seperti jokowi dan KDM bukan sosok pemimpin yang jauh dari rakyat. Indonesia juga perlu tau apa yang dilakukan pemimpin nya. Jika pemimpin seperti KDM semua akan dipaksa tanggap jika rakyat melapor. Silakan pemimpin manapun dr partai apapun untuk pencitraan, bawa kamera dan kegiatan upload ke sosmed kami dukung.",indonesia butuh sosok pemimpin jokowi kdm sosok pemimpin rakyat indonesia tau pemimpin nya pemimpin kdm dipaksa tanggap rakyat melapor silakan pemimpin manapun partai apapun pencitraan bawa kamera kegiatan upload sosmed dukung
UgxFbMh-dY3jZYcowlp4AaABAg,@SOLIHAH-h2p,2025-05-18 02:15:22+00:00,"Yg jelss  solusi masalah anank tawuran beemasalah 


Pemerintah dari dulu tanpa solusi Rielllll


Hehehehe

Perlusosilsi    yg di tanggapi  svr  bijak


Konten baik semoga istiqomah",jelss solusi anank tawuran beemasalah pemerintah solusi riel hehehehe perlusosilsi tanggapi svr bijak konten semoga istikamah
UgzDYQ7dks4ZElcGBal4AaABAg,@epodcinema6542,2025-05-18 02:15:16+00:00,"Rada aneh ya ulasan nya sekarang...
Duh koq jadi gini ya bocor alus....
Netizen udh tau lho arah penggiringan Tempo.... Semoga Tempo nggak berubah..!!",rada aneh ya ulasan nya duh ya bocor alus netizen tau lho arah penggiringan tempo semoga tempo berubah
UgxKAkT7gBy70JOEElp4AaABAg,@plugincrbweb,2025-05-18 02:15:12+00:00,"Serba salah di konoha ini. Jd baik salah, jd busuk salah bahkan yg busuk dianggap benar. Pekerja media kita hargai usahanya, tp KDM udh dari 10 thn ya begitu kerja nyata. Kalian yg baru kenal dan bukan org jawabarat gkn tau track record historinya, jd g usah goreng masakan yg kalian ga tau resep dan bumbunya.

Hal yg baik itu boleh di perlihatkan bahkan di koar koarkan agar terbuka pemimpin ya harus yg seperti KDM. Jgn Nyinyir bae dan omon2  bae.

Kalau 3 host ini tidak suka sm KDM. Kami warga Cirebon Jawabarat Bangga punya Gubernur KDM.",serba salah konoha salah busuk salah busuk dianggap pekerja media hargai usahanya kdm ya kerja nyata kenal orang jawabarat gkn tau track record historinya goreng masakan tau resep bumbunya perlihatkan koar koarkan terbuka pemimpin ya kdm nyinyir bae omon bae host suka kdm warga cirebon jawabarat bangga gubernur kdm
UgztaGFc1wJvuiVPLRB4AaABAg,@RadarJAWABARAT,2025-05-18 02:14:47+00:00,Media bayaran oposisi alias buzzer😅,media bayaran oposisi alias buzzer
Ugyt7gQh6MerKWk-e9Z4AaABAg,@SOLIHAH-h2p,2025-05-18 02:13:25+00:00,"Yang jelss sepanjang kami melihat .. kebijakanndedi baik 
Dannpatut dibtiru
....",jelss kebijakanndedi dannpatut dibtiru
UgwYWlZE-krHP6oX3Xx4AaABAg,@Almuntazar-l7v,2025-05-18 02:13:05+00:00,"Ya Beda dong, Beda Halus. KDM berpaksi pada lslami,sdg Jokowi berpaksi pada Sosialis/ komunis",ya beda beda halus kdm berpaksi lslami jokowi berpaksi sosialis komunis
UgxydGyXiTT2h71bpeR4AaABAg,@AdeFatas,2025-05-18 02:12:43+00:00,Semoga Jawa Barat lebih maju lagi dan budaya Sunda semakin dekat di hati masyarakat Indonesia,semoga jawa barat maju budaya sunda hati masyarakat indonesia
UgyfhU0ruXQVEHu7j4x4AaABAg,@rocketstar2546,2025-05-18 02:11:18+00:00,"Ngeri ini lgsg dibahas org yg populer 😂
Siap menerima serangan😂",ngeri langsung dibahas orang populer menerima serangan
UgxwemJKf-9960NgS0N4AaABAg,@sherinamunaf7299,2025-05-18 02:09:39+00:00,"Kadang manusia itu.. Ketika mirip sedikit.. Dikataain mirip tapi kenapa perbedaanya tidak di di ingat
Ibarat kata ketika orang yang selalu jujur dan baik ada satu kesalahan yang tidak di sengaja habislah semua kebaikanya..
Nah buat tmen2 liat perbedaan KDM sama pemimpin yang lainya apakah perbedaanya baik atau jelek.. Pasti orang yang suka bilang baik tapi klo orang kritis dan benci pasti tidak suka dengan kebijakanya..
Klo kalian para manusia mencari duit di dunia digital jangan lah kalian bilang KDM gubernur konten karna duit kalian pun dari konten kalian..yang selalu ngomongin orang2 dalam konten kalian",kadang manusia dikataain perbedaanya orang jujur kesalahan sengaja habislah kebaikanya teman lihat perbedaan kdm pemimpin lainya perbedaanya jelek orang suka bilang kalo orang kritis benci suka kebijakanya kalo manusia mencari duit dunia digital bilang kdm gubernur konten duit konten mengomongkan orang konten
Ugwhbgx0eY23bmfq97x4AaABAg,@BagasSaputra-q2g,2025-05-18 02:09:28+00:00,Media gibah gak gibah gak makan ... kasih keluarganya makan dari hasil ngegibah 😂😂,media gibah gibah makan kasih keluarganya makan hasil ngegibah
UgxBiANUdnLz16JMUTF4AaABAg,@widhimahardi6344,2025-05-18 02:09:26+00:00,KDB,kdb
UgxKmUbc_7MovMQG20p4AaABAg,@goibtea2677,2025-05-18 02:09:23+00:00,Media yg gak kebagian anggaran APBD karena efisiensi. 😂😂😂,media kebagian anggaran apbd efisiensi
UgzvNGMK3b9scjlPFS94AaABAg,@devihardiani6153,2025-05-18 02:07:57+00:00,"Tempo ga kebahagiaan biaya iklan 50m yaa wkwk, sampe giring opini nyaa masyaallah",tempo kebahagiaan biaya iklan ya wkwk giring opini nya masyaallah
UgySUnqN_5U9_zIOt4p4AaABAg,@YefriPersija-1928,2025-05-18 02:07:56+00:00,Anies melawan aguuan lewat reklamasi jakarta...kdm dekat aguan.... hati hati... nanti kaya reklamasi di Tangerang di bayar cuma 35000 permeter.... dan kalau tidak mau... listrik di putuskan,anies melawan aguuan reklamasi jakarta kdm aguan hati hati kayak reklamasi tangerang bayar permeter listrik putuskan
UgzvHV4xeXvs06INL8t4AaABAg,@goibtea2677,2025-05-18 02:07:49+00:00,"Setelah KDM membuka anggaran media Jawa Barat dari 50 M  jadi 3,1 M, aku jadi tau kenapa anggaran media itu besar, karena bayar media seperti ini 😂",kdm membuka anggaran media jawa barat tau anggaran media bayar media
Ugz8oMPXGw9Y4i1_Gqp4AaABAg,@SecondchieSusi-th9rz,2025-05-18 02:07:01+00:00,Abis liat keblunderan tempo di chanel sebelah..ternyata g seakurat itu infonya  ah media2 mungkin benar ya dibayar baru dibikin bagus pantas z banyak ditiggalin sm masyrakt,habis lihat keblunderan tempo chanel sebelah seakurat infonya ah media ya dibayar dibikin bagus ditiggalin masyrakt
UgykUyYKtsoQROFFlht4AaABAg,@blackcatdead308,2025-05-18 02:06:53+00:00,jangan pernah percaya pejabat yang turun ke gorong gorong. udah banyak kejadian wkwk,percaya pejabat turun gorong gorong kejadian wkwk
UgzzuLA8DdD3vcCnBtR4AaABAg,@anggiaditya_06channel87,2025-05-18 02:06:34+00:00,"Selama itu baik dan benar, kita dukung",dukung
UgwfHEFUlDpOUO8AhGZ4AaABAg,@Milda-i4x,2025-05-18 02:06:19+00:00,"KDM gabung YouTube dari 2017 bro, bukan 2019 wkwk",kdm gabung youtube bro wkwk
UgwTTZKFJzM9-hqDobR4AaABAg,@blueepenguin5322,2025-05-18 02:06:03+00:00,SOROS MEDIA LG KAMPANYE 😜😜😜,soros media kampanye
UgyWHuBro-7puLDM2Md4AaABAg,@slametnurodin,2025-05-18 02:05:59+00:00,"Coba gubernur lain diekpos biar rakyatnya tau.
Saya dari sudut pandang dari rakyat endenesa kdm bagus",coba gubernur diekpos biar rakyatnya tau sudut pandang rakyat endenesa kdm bagus
Ugxdf6RzsKzNPIu32p14AaABAg,@nenatetik8348,2025-05-18 02:05:31+00:00,Ini acara yang gk punya adab,acara adab
UgxW_Tlpx05AvTWVJEN4AaABAg,@a.l.mahendra9796,2025-05-18 02:04:41+00:00,"apakah KDM adalah Mulyono varian baru?, setiap gerakannya penuh dengan pencitraan  XD",kdm mulyono varian gerakannya penuh pencitraan xd
UgyhHtWEtmfc98s01ex4AaABAg,@AbqoSakha,2025-05-18 02:04:04+00:00,"Lo masalahnya apa kalau ada kamera ....penting kan kerjanya .lama"" gak respect sama tempo . kebablasan",lo kamera kerjanya respect tempo kebablasan
Ugy7Z4OKnhy6a5F5bZx4AaABAg,@denikasgar7298,2025-05-18 02:03:08+00:00,bro gak suka boleh boleh aja..tapi kalo nyebut orang yg lebih tua ya jgn langsung nyebut nama juga...itu namanya tidak sopan....bukankah kalian disekolahkan tinggi tinggi utk diajarkan sopan santun juga.,bro suka kalo nyebut orang tua ya langsung nyebut nama namanya sopan disekolahkan diajarkan sopan santun
UgxP3cZz4SIDrrqPbZt4AaABAg,@Chiyooo24,2025-05-18 02:00:08+00:00,tempo sama guru gembul punya prediksi yang sama,tempo guru gembul prediksi
UgwWfWRBZOwjIpZGz6d4AaABAg,@agusfajar5853,2025-05-18 01:59:31+00:00,next mulyono,next mulyono
UgxRHeI5d1uLrgFj5UJ4AaABAg,@harisupra5929,2025-05-18 02:15:22+00:00,Kayak jadi bujer ya 😅😅. Tapi gpp. Wong ada tameng kan jadi media . Jadi kalau atas nama media bebas mo bahas apa. Meskipun topik nya kayak pesanan politikus. Tempe sekali kali di bedah netizen biar fair. 😂😂,kayak bujer ya enggak apa-apa tameng media nama media bebas bahas topik nya kayak pesanan politikus tempe kali bedah netizen biar fair
UgyuiQL2HfQ2fvfJAlx4AaABAg,@kemiscidadaly3077,2025-05-18 01:59:01+00:00,KITA HARUS SELALU WASPADA DAN ATI2 DLM MEMILIH PEMIMPIN.....MEMILIH DG HATI YG JERNIH...,waspada ati memilih pemimpin memilih hati jernih
UgyPeorml4_ZUWWRX0t4AaABAg,@hayuara7524,2025-05-18 01:56:38+00:00,Mending  KDM gubernur Jabar DUA PERIODE. TUNTASkan JAWA BARAT.... Urang kudu BERESKEUN nyak KDM.,mending kdm gubernur jabar periode tuntaskan jawa barat urang kudu bereskeun nyak kdm
Ugyu3ctkTYME1gLXKYd4AaABAg,@sepulang_kantor,2025-05-18 01:56:17+00:00,"Mayoritas Pandangan generasi2 terpelajar kenapa selalu naif ya dalam context mencari solusi permasalahan. Apakah ini karena cara/langkah berpikirannya selalu ingin melihat dari helicopter view (melihat dari jauh) agar selalu dapat gambaran besarnya? Padahal melihat dari jauh dpt menghilangkan ""rasa"" ttg apa yang terjadi dan urgensi penyelesaian masalahnya.",mayoritas pandangan generasi terpelajar naif ya context mencari solusi permasalahan langkah berpikirannya helicopter view gambaran besarnya menghilangkan urgensi penyelesaian
UgwMg11IYPMJWIVMeuh4AaABAg,@wignyonyo2298,2025-05-18 01:56:06+00:00,Saya mohon maaf seblmnya ..saya berkoment baik yah mohon maaf...saya pribadi mengagumi KDM sudah mulai 2019 mengikuti chenel beliau..saya sih gak masalah mau apa mau ini tapi setidaknya ini saran saya buat KDM..BUKTIKAN DULU 10 TAHUN JADI GUB DI JABAR BARU NYALON RI 1..KALO HANYA 5 TAHUN TEUS MAJU OILPRES .YA SAYA menyimpulkan sih EGO TINGGI DAN SEMUA HANYALAH KEDOK.maaf yah maaf,mohon maaf seblmnya berkoment ya mohon maaf pribadi mengagumi kdm mengikuti chenel beliau sih saran kdm buktikan gub jabar nyalon ri kalo teus maju oilpres ya menyimpulkan sih ego kedok maaf ya maaf
UgwubVJMhbFvQbjikQV4AaABAg,@Rgabud,2025-05-18 01:55:04+00:00,"Dah nih liat yang mengingin kan kdm presiden.. pikir2 lagi dah. .. saya suka kdm.. tapi saya lebih suka beliau jadi gubernur 2 priode..  habis itu boleh lah presiden. 

Klo Ada yang bilang kdm sama percis jokowi saya kurang setuju ya... Kdm ni tuh kerja nyata.. baru 1 bulan beliau menjabat udah bongkar bongkar.. rame lah ya . Salah satu nya hibisc sama kali bekasi .. keren bett.  Terus lagi untuk keturunan beliau jelas ya ...  Gak kek jokowi",deh nih lihat mengingin kdm presiden pikir deh suka kdm suka beliau gubernur priode habis presiden kalo bilang kdm percis jokowi setuju ya kdm tuh kerja nyata beliau menjabat bongkar bongkar rame ya salah nya hibisc kali bekasi keren bett keturunan beliau ya kayak jokowi
Ugx0FOYuoedbDaSB23d4AaABAg,@Juzammatv,2025-05-18 01:55:50+00:00,"1. Saya lihat dan saya rasakan sangat jauh berbeda dari jokowi.

2. Untuk anak2 yang di bawa kebarak
Intinya seperti ini, untuk hari ini kami tidak butuh pemimpin jawa barat yang cuman omon2 dan wacana, Entah itu jangka pendek dan jangka panjang.

Khusus untuk bapak pramono.",lihat rasakan berbeda jokowi anak bawa kebarak intinya butuh pemimpin jawa barat cuman omon wacana jangka pendek jangka khusus pramono
